date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:58	22708/22708	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2013:02:06%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/lazysizes.min.js?v=41644173127543473891643029599	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/lazysizes.minf0bc.js	(from https://www.dovotech.com/)
13:51:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:51:59%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/vendor.min.js?v=85821191610609335681643029613	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/vendor.mindc30.js	(from https://www.dovotech.com/)
13:51:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:51:59%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/theme.min.js?v=143434099123678971721643029611	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/theme.minf4f1.js	(from https://www.dovotech.com/)
13:51:59	138718/138718	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2013:02:07%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/vendor.min.js?v=85821191610609335681643029613	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/vendor.mindc30.js	(from https://www.dovotech.com/)
13:52:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:00%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/custom.js?v=76302940387191003201643029596	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/customeb14.js	(from https://www.dovotech.com/)
13:52:00	123884/123884	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2013:02:07%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/theme.min.js?v=143434099123678971721643029611	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/theme.minf4f1.js	(from https://www.dovotech.com/)
13:52:01	678/678	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2013:02:07%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/custom.js?v=76302940387191003201643029596	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/customeb14.js	(from https://www.dovotech.com/)
13:52:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:02%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/customized-styles.css?2349	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/customized-styles70fc.css	(from https://www.dovotech.com/)
13:52:02	117/117	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2012%20Aug%202022%2010:52:02%20GMT	https://shopoe.net/app.js	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/shopoe.net/app.js	(from https://www.dovotech.com/)
13:52:02	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:02%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/customized-styles.css?2349	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/customized-styles70fc.css	(from https://www.dovotech.com/)
13:52:02	131245/131245	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Jul%202020%2011:24:46%20GMT	https://acdn.goldendev.win/shopify/add-to-cart/js/add-to-cart-script.js?shop=	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/acdn.goldendev.win/shopify/add-to-cart/js/add-to-cart-script58ed.js	(from https://www.dovotech.com/)
13:52:03	52812/52812	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:1ce07118f28d9c0dde47fbc667d21be9	https://www.dovotech.com/POST	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/POST	(from https://www.dovotech.com/)
13:52:03	81909/81909	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Aug%202022%2023:16:19%20GMT	https://cdn.shopify.com/s/trekkie.storefront.40843249406b965149797f3a2828e03f7fbc07e2.min.js	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/trekkie.storefront.40843249406b965149797f3a2828e03f7fbc07e2.min.js	(from https://www.dovotech.com/)
13:52:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:03%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://www.dovotech.com/)
13:52:05	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Aug%202022%2015:00:56%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://www.dovotech.com/)
13:52:05	59401/59401	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jun%202022%2016:57:24%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://www.dovotech.com/)
13:52:06	87990/87990	---MCZ	200	added ('OK')	text/html	etag:cacheable:26d3adf63e2de1173eef087e5939bebb	https://www.dovotech.com/collections/rzr-storage-bags-set-of-2	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/rzr-storage-bags-set-of-2.html	(from https://www.dovotech.com/)
13:52:06	89892/89892	---MCZ	200	added ('OK')	text/html	etag:cacheable:0f3339a3a05d47331d62016836058b41	https://www.dovotech.com/collections/storage-bags-set-of-3	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/storage-bags-set-of-3.html	(from https://www.dovotech.com/)
13:52:06	86223/86223	---MCZ	200	added ('OK')	text/html	etag:cacheable:05922e4e8be4a7bcd0916a5356619978	https://www.dovotech.com/products/dovotech-rzr-fang-light-kit	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-fang-light-kit.html	(from https://www.dovotech.com/)
13:52:07	81596/81596	---MCZ	200	added ('OK')	text/html	etag:cacheable:14a6915abaa3e9af978f89b39b267429	https://www.dovotech.com/collections/golf-cart-speakers	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/golf-cart-speakers.html	(from https://www.dovotech.com/)
13:52:07	54317/54317	---MCZ	200	added ('OK')	text/html	etag:cacheable:843a4895a91836045aa0f23bbfabbb77	https://www.dovotech.com/pages/contact	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/pages/contact.html	(from https://www.dovotech.com/)
13:52:07	53504/53504	---MCZ	200	added ('OK')	text/html	etag:cacheable:393fc526371082efa6b1cbdf0d67a29d	https://www.dovotech.com/blogs/news	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/blogs/news.html	(from https://www.dovotech.com/)
13:52:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:08%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/files/LOGO_SITE_x40.png?v=1641232169	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/files/LOGO_SITE_x401a31.png	(from https://www.dovotech.com/)
13:52:08	53919/53919	---MCZ	200	added ('OK')	text/html	etag:cacheable:4b1e26fc8966ebcc3384c639b037d118	https://www.dovotech.com/search	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/search.html	(from https://www.dovotech.com/)
13:52:09	6304/6304	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2010:52:09%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/files/LOGO_SITE_x40.png?v=1641232169	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/files/LOGO_SITE_x401a31.png	(from https://www.dovotech.com/)
13:52:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:09%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_19_786289db-7f99-4c42-9cb3-7adda2325d5c_300x.png?v=1641496684	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_19_786289db-7f99-4c42-9cb3-7adda2325d5c_300xa4b8.png	(from https://www.dovotech.com/)
13:52:09	53849/53849	---MCZ	200	added ('OK')	text/html	etag:cacheable:829875ca1cc7ec394817f70d99e47d53	https://www.dovotech.com/cart	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/cart.html	(from https://www.dovotech.com/)
13:52:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:10%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_20_300x.png?v=1641496848	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_20_300x.285f52.delayed	(from https://www.dovotech.com/)
13:52:10	36456/36456	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2010:52:10%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_19_786289db-7f99-4c42-9cb3-7adda2325d5c_300x.png?v=1641496684	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_19_786289db-7f99-4c42-9cb3-7adda2325d5c_300xa4b8.png	(from https://www.dovotech.com/)
13:52:10	77730/77730	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2010:52:11%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_20_300x.png?v=1641496848	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/files/Design_fara_titlu_20_300x5f52.png	(from https://www.dovotech.com/)
13:52:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:11%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_{width}x.jpg?v=1641288351	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_{width}x3639.jpg	(from https://www.dovotech.com/)
13:52:11	87721/87721	---MCZ	200	added ('OK')	text/html	etag:cacheable:1d69592beca7526cdb02ac090748c440	https://www.dovotech.com/products/dovotech-t8-pro-golf-speaker-15w	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-t8-pro-golf-speaker-15w.html	(from https://www.dovotech.com/)
13:52:11	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:12%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_{width}x.jpg?v=1641288351	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_{width}x3639.jpg	(from https://www.dovotech.com/)
13:52:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:12%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_1024x1024.jpg?v=1641288351	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_1024x10243639.jpg	(from https://www.dovotech.com/)
13:52:12	152112/152112	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:13%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_1024x1024.jpg?v=1641288351	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_1024x10243639.jpg	(from https://www.dovotech.com/)
13:52:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:13%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_{width}x.jpg?v=1641286143	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_{width}x827f.jpg	(from https://www.dovotech.com/)
13:52:14	87296/87296	---MCZ	200	added ('OK')	text/html	etag:cacheable:16feb1f5587244edff49853211b96da2	https://www.dovotech.com/products/dovotech-t8-pro-max-golf-speaker-40w	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-t8-pro-max-golf-speaker-40w.html	(from https://www.dovotech.com/)
13:52:14	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:14%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_{width}x.jpg?v=1641286143	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_{width}x827f.jpg	(from https://www.dovotech.com/)
13:52:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:15%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_1024x1024.jpg?v=1641286143	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_1024x1024827f.jpg	(from https://www.dovotech.com/)
13:52:15	178817/178817	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:15%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_1024x1024.jpg?v=1641286143	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198389893_283456556795450_5236851869529339816_n_2_1024x1024827f.jpg	(from https://www.dovotech.com/)
13:52:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:16%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_{width}x.3547fa.delayed	(from https://www.dovotech.com/)
13:52:17	88419/88419	---MCZ	200	added ('OK')	text/html	etag:cacheable:a4cf7ba6239d616fc8969e30d51b8659	https://www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-3-blue	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-3-blue.html	(from https://www.dovotech.com/)
13:52:17	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:17%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:17%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:18	217647/217647	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:18%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_albastru_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:19%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:19	87006/87006	---MCZ	200	added ('OK')	text/html	etag:cacheable:06adb818db2dfe980830ef206617f7fd	https://www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-3-grey	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-3-grey.html	(from https://www.dovotech.com/)
13:52:19	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:20%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:20%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:20	173860/173860	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:21%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_gri_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:21%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:22	88336/88336	---MCZ	200	added ('OK')	text/html	etag:cacheable:4562110aad9ffee68984eb2d833f586b	https://www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-3-red	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-3-red.html	(from https://www.dovotech.com/)
